CODEPAGE 10003          ; Korean - MAC
0x0001	0x0001	;   Start Of Heading
0x0002	0x0002	;   Start Of Text
0x0003	0x0003	;   End Of Text
0x0004	0x0004	;   End Of Transmission
0x0005	0x0005	;   Enquiry
0x0006	0x0006	;   Acknowledge
0x0007	0x0007	;   Bell
0x0008	0x0008	;   Backspace
0x0009	0x0009	;   Horizontal Tabulation
0x000a	0x000a	;   Line Feed
0x000b	0x000b	;   Vertical Tabulation
0x000c	0x000c	;   Form Feed
0x000d	0x000d	;   Carriage Return
0x000e	0x000e	;   Shift Out
0x000f	0x000f	;   Shift In
0x0010	0x0010	;   Data Link Escape
0x0011	0x0011	;   Device Control One
0x0012	0x0012	;   Device Control Two
0x0013	0x0013	;   Device Control Three
0x0014	0x0014	;   Device Control Four
0x0015	0x0015	;   Negative Acknowledge
0x0016	0x0016	;   Synchronous Idle
0x0017	0x0017	;   End Of Transmission Block
0x0018	0x0018	;   Cancel
0x0019	0x0019	;   End Of Medium
0x001a	0x001a	;   Substitute
0x001b	0x001b	;   Escape
0x001c	0x001c	;   File Separator
0x001d	0x001d	;   Group Separator
0x001e	0x001e	;   Record Separator
0x001f	0x001f	;   Unit Separator
0x0020	0x0020	;   Space
0x0021	0x0021	;!  Exclamation Mark
0x0022	0x0022	;"  Quotation Mark"
0x0023	0x0023	;#  Number Sign
0x0024	0x0024	;$  Dollar Sign
0x0025	0x0025	;%  Percent Sign
0x0026	0x0026	;&  Ampersand
0x0027	0x0027	;'  Apostrophe-Quote
0x0028	0x0028	;(  Opening Parenthesis
0x0029	0x0029	;)  Closing Parenthesis
0x002a	0x002a	;*  Asterisk
0x002b	0x002b	;+  Plus Sign
0x002c	0x002c	;,  Comma"
0x002d	0x002d	;-  Hyphen-Minus
0x002e	0x002e	;.  Period
0x002f	0x002f	;/  Slash
0x0030	0x0030	;0  Digit Zero
0x0031	0x0031	;1  Digit One
0x0032	0x0032	;2  Digit Two
0x0033	0x0033	;3  Digit Three
0x0034	0x0034	;4  Digit Four
0x0035	0x0035	;5  Digit Five
0x0036	0x0036	;6  Digit Six
0x0037	0x0037	;7  Digit Seven
0x0038	0x0038	;8  Digit Eight
0x0039	0x0039	;9  Digit Nine
0x003a	0x003a	;:  Colon
0x003b	0x003b	;;  Semicolon
0x003c	0x003c	;<  Less-Than Sign
0x003d	0x003d	;=  Equals Sign
0x003e	0x003e	;>  Greater-Than Sign
0x003f	0x003f	;?  Question Mark
0x0040	0x0040	;@  Commercial At
0x0041	0x0041	;A  Capital A
0x0042	0x0042	;B  Capital B
0x0043	0x0043	;C  Capital C
0x0044	0x0044	;D  Capital D
0x0045	0x0045	;E  Capital E
0x0046	0x0046	;F  Capital F
0x0047	0x0047	;G  Capital G
0x0048	0x0048	;H  Capital H
0x0049	0x0049	;I  Capital I
0x004a	0x004a	;J  Capital J
0x004b	0x004b	;K  Capital K
0x004c	0x004c	;L  Capital L
0x004d	0x004d	;M  Capital M
0x004e	0x004e	;N  Capital N
0x004f	0x004f	;O  Capital O
0x0050	0x0050	;P  Capital P
0x0051	0x0051	;Q  Capital Q
0x0052	0x0052	;R  Capital R
0x0053	0x0053	;S  Capital S
0x0054	0x0054	;T  Capital T
0x0055	0x0055	;U  Capital U
0x0056	0x0056	;V  Capital V
0x0057	0x0057	;W  Capital W
0x0058	0x0058	;X  Capital X
0x0059	0x0059	;Y  Capital Y
0x005a	0x005a	;Z  Capital Z
0x005b	0x005b	;[  Opening Square Bracket
0x005c	0x005c	;   Won Sign
0x005d	0x005d	;]  Closing Square Bracket
0x005e	0x005e	;^  Spacing Circumflex
0x005f	0x005f	;_  Spacing Underscore
0x0060	0x0060	;`  Spacing Grave
0x0061	0x0061	;a  Small A
0x0062	0x0062	;b  Small B
0x0063	0x0063	;c  Small C
0x0064	0x0064	;d  Small D
0x0065	0x0065	;e  Small E
0x0066	0x0066	;f  Small F
0x0067	0x0067	;g  Small G
0x0068	0x0068	;h  Small H
0x0069	0x0069	;i  Small I
0x006a	0x006a	;j  Small J
0x006b	0x006b	;k  Small K
0x006c	0x006c	;l  Small L
0x006d	0x006d	;m  Small M
0x006e	0x006e	;n  Small N
0x006f	0x006f	;o  Small O
0x0070	0x0070	;p  Small P
0x0071	0x0071	;q  Small Q
0x0072	0x0072	;r  Small R
0x0073	0x0073	;s  Small S
0x0074	0x0074	;t  Small T
0x0075	0x0075	;u  Small U
0x0076	0x0076	;v  Small V
0x0077	0x0077	;w  Small W
0x0078	0x0078	;x  Small X
0x0079	0x0079	;y  Small Y
0x007a	0x007a	;z  Small Z
0x007b	0x007b	;{  Opening Curly Bracket
0x007c	0x007c	;|  Vertical Bar
0x007d	0x007d	;}  Closing Curly Bracket
0x007e	0x007e	;   Tilde
0x007f	0x007f	;  Delete
0x0080	0x0080	;Control -> Undefined
0x0081	0x0081	;Control -> Undefined
0x0082	0x0082	;Control -> Undefined
0x0083	0x0083	;Control -> Undefined
0x0084	0x0084	;Control -> Undefined
0x0085	0x0085	;Control -> Undefined
0x0086	0x0086	;Control -> Undefined
0x0087	0x0087	;Control -> Undefined
0x0088	0x0088	;Control -> Undefined
0x0089	0x0089	;Control -> Undefined
0x008a	0x008a	;Control -> Undefined
0x008b	0x008b	;Control -> Undefined
0x008c	0x008c	;Control -> Undefined
0x008d	0x008d	;Control -> Undefined
0x008e	0x008e	;Control -> Undefined
0x008f	0x008f	;Control -> Undefined
0x0090	0x0090	;Control -> Undefined
0x0091	0x0091	;Control -> Undefined
0x0092	0x0092	;Control -> Undefined
0x0093	0x0093	;Control -> Undefined
0x0094	0x0094	;Control -> Undefined
0x0095	0x0095	;Control -> Undefined
0x0096	0x0096	;Control -> Undefined
0x0097	0x0097	;Control -> Undefined
0x0098	0x0098	;Control -> Undefined
0x0099	0x0099	;Control -> Undefined
0x009a	0x009a	;Control -> Undefined
0x009b	0x009b	;Control -> Undefined
0x009c	0x009c	;Control -> Undefined
0x009d	0x009d	;Control -> Undefined
0x009e	0x009e	;Control -> Undefined
0x009f	0x009f	;Control -> Undefined
0x00a1	0xa2ae	;¢® Inverted Exclamation Mark
0x00a2	0xa1cb	;¡Ë Cent Sign
0x00a3	0xa1cc	;¡Ì Pound Sign
0x00a4	0xa2b4	;¢´ Currency Sign
0x00a5	0xa1cd	;¡Í Yen Sign
0x00a6	0x007c	;|  Broken Vertical Bar
0x00a7	0xa1d7	;¡× Section Sign
0x00a8	0xa1a7	;¡§ Spacing Diaeresis
0x00a9	0xa8cf	;¨Ï Copyright Sign
0x00aa	0xa8a3	;¨£ Feminine Ordinal Indicator
0x00ab	0xa1ec	;¡ì Left Pointing Guillemet
0x00ac	0xa1fe	;¡þ Not Sign
0x00ad	0xa1a9	;¡© Soft Hyphen (>u2010)
0x00ae	0x0052	;®  Registered Trade Mark Sign
0x00b0	0xa1c6	;¡Æ Degree Sign
0x00b1	0xa1be	;¡¾ Plus-Or-Minus Sign
0x00b2	0xa9f7	;©÷ Superscript Digit Two
0x00b3	0xa9f8	;©ø Superscript Digit Three
0x00b4	0xa2a5	;¢¥ Spacing Acute
0x00b5	0xa5ec	;¥ì Micro Sign
0x00b6	0xa2d2	;¢Ò Paragraph Sign
0x00b7	0xa1a4	;¡¤ Middle Dot
0x00b8	0xa2ac	;¢¬ Spacing Cedilla
0x00b9	0xa9f6	;©ö Superscript Digit One
0x00ba	0xa8ac	;¨¬ Masculine Ordinal Indicator
0x00bb	0xa1ed	;¡í Right Pointing Guillemet
0x00bc	0xa8f9	;¨ù Fraction One Quarter
0x00bd	0xa8f6	;¨ö Fraction One Half
0x00be	0xa8fa	;¨ú Fraction Three Quarters
0x00bf	0xa2af	;¢¯ Inverted Question Mark
0x00c0	0x0041	;À  Capital A Grave
0x00c1	0x0041	;Á  Capital A Acute
0x00c2	0x0041	;Â  Capital A Circumflex
0x00c3	0x0041	;Ã  Capital A Tilde
0x00c4	0x0041	;Ä  Capital A Diaeresis
0x00c5	0x0041	;Å  Capital A Ring
0x00c6	0xa8a1	;¨¡ Capital A E
0x00c7	0x0043	;Ç  Capital C Cedilla
0x00c8	0x0045	;È  Capital E Grave
0x00c9	0x0045	;É  Capital E Acute
0x00ca	0x0045	;Ê  Capital E Circumflex
0x00cb	0x0045	;Ë  Capital E Diaeresis
0x00cc	0x0049	;Ì  Capital I Grave
0x00cd	0x0049	;Í  Capital I Acute
0x00ce	0x0049	;Î  Capital I Circumflex
0x00cf	0x0049	;Ï  Capital I Diaeresis
0x00d0	0xa8a2	;¨¢ Capital Eth
0x00d1	0x004e	;Ñ  Capital N Tilde
0x00d2	0x004f	;Ò  Capital O Grave
0x00d3	0x004f	;Ó  Capital O Acute
0x00d4	0x004f	;Ô  Capital O Circumflex
0x00d5	0x004f	;Õ  Capital O Tilde
0x00d6	0x004f	;Ö  Capital O Diaeresis
0x00d7	0xa1bf	;¡¿ Multiplication Sign
0x00d8	0xa8aa	;¨ª Capital O Slash
0x00d9	0x0055	;Ù  Capital U Grave
0x00da	0x0055	;Ú  Capital U Acute
0x00db	0x0055	;Û  Capital U Circumflex
0x00dc	0x0055	;Ü  Capital U Diaeresis
0x00dd	0x0059	;Ý  Capital Y Acute
0x00de	0xa8ad	;¨­ Capital Thorn
0x00df	0xa9ac	;©¬ Small Sharp S
0x00e0	0x0061	;à  Small A Grave
0x00e1	0x0061	;á  Small A Acute
0x00e2	0x0061	;â  Small A Circumflex
0x00e3	0x0061	;ã  Small A Tilde
0x00e4	0x0061	;ä  Small A Diaeresis
0x00e5	0x0061	;å  Small A Ring
0x00e6	0xa9a1	;©¡ Small A E
0x00e7	0x0063	;ç  Small C Cedilla
0x00e8	0x0065	;è  Small E Grave
0x00e9	0x0065	;é  Small E Acute
0x00ea	0x0065	;ê  Small E Circumflex
0x00eb	0x0065	;ë  Small E Diaeresis
0x00ec	0x0069	;ì  Small I Grave
0x00ed	0x0069	;í  Small I Acute
0x00ee	0x0069	;î  Small I Circumflex
0x00ef	0x0069	;ï  Small I Diaeresis
0x00f0	0xa9a3	;©£ Small Eth
0x00f1	0x006e	;ñ  Small N Tilde
0x00f2	0x006f	;ò  Small O Grave
0x00f3	0x006f	;ó  Small O Acute
0x00f4	0x006f	;ô  Small O Circumflex
0x00f5	0x006f	;õ  Small O Tilde
0x00f6	0x006f	;ö  Small O Diaeresis
0x00f7	0xa1c0	;¡À Division Sign
0x00f8	0xa9aa	;©ª Small O Slash
0x00f9	0x0075	;ù  Small U Grave
0x00fa	0x0075	;ú  Small U Acute
0x00fb	0x0075	;û  Small U Circumflex
0x00fc	0x0075	;ü  Small U Diaeresis
0x00fd	0x0079	;ý  Small Y Acute
0x00fe	0xa9ad	;©­ Small Thorn
0x00ff	0x0079	;ÿ  Small Y Diaeresis
0x0110	0xa9a2	;   D Stroke -> d Stroke(#22603)
0x0111	0xa9a2	;©¢ Small D Bar
0x0126	0xa8a4	;¨¤ Capital H Bar
0x0127	0xa9a4	;©¤ Small H Bar
0x0131	0xa9a5	;©¥ Small Dotless I
0x0132	0xa8a6	;¨¦ Capital I J
0x0133	0xa9a6	;©¦ Small I J
0x0138	0xa9a7	;©§ Small Kra
0x013f	0xa8a8	;¨¨ Capital L With Middle Dot
0x0140	0xa9a8	;©¨ Small L With Middle Dot
0x0141	0xa8a9	;¨© Capital L Slash
0x0142	0xa9a9	;©© Small L Slash
0x0149	0xa9b0	;©° Small Apostrophe N
0x014a	0xa8af	;¨¯ Capital Eng
0x014b	0xa9af	;©¯ Small Eng
0x0152	0xa8ab	;¨« Capital O E
0x0153	0xa9ab	;©« Small O E
0x0166	0xa8ae	;¨® Capital T Bar
0x0167	0xa9ae	;©® Small T Bar
0x02c7	0xa2a7	;¢§ Modifier Hacek
0x02d0	0xa2b0	;¢° Modifier Triangular Colon
0x02d8	0xa2a8	;¢¨ Spacing Breve
0x02d9	0xa2ab	;¢« Spacing Dot Above
0x02da	0xa2aa	;¢ª Spacing Ring Above
0x02db	0xa2ad	;¢­ Spacing Ogonek
0x02dd	0xa2a9	;¢© Spacing Double Acute
0x0391	0xa5c1	;¥Á Greek Capital Alpha
0x0392	0xa5c2	;¥Â Greek Capital Beta
0x0393	0xa5c3	;¥Ã Greek Capital Gamma
0x0394	0xa5c4	;¥Ä Greek Capital Delta
0x0395	0xa5c5	;¥Å Greek Capital Epsilon
0x0396	0xa5c6	;¥Æ Greek Capital Zeta
0x0397	0xa5c7	;¥Ç Greek Capital Eta
0x0398	0xa5c8	;¥È Greek Capital Theta
0x0399	0xa5c9	;¥É Greek Capital Iota
0x039a	0xa5ca	;¥Ê Greek Capital Kappa
0x039b	0xa5cb	;¥Ë Greek Capital Lambda
0x039c	0xa5cc	;¥Ì Greek Capital Mu
0x039d	0xa5cd	;¥Í Greek Capital Nu
0x039e	0xa5ce	;¥Î Greek Capital Xi
0x039f	0xa5cf	;¥Ï Greek Capital Omicron
0x03a0	0xa5d0	;¥Ð Greek Capital Pi
0x03a1	0xa5d1	;¥Ñ Greek Capital Rho
0x03a3	0xa5d2	;¥Ò Greek Capital Sigma
0x03a4	0xa5d3	;¥Ó Greek Capital Tau
0x03a5	0xa5d4	;¥Ô Greek Capital Upsilon
0x03a6	0xa5d5	;¥Õ Greek Capital Phi
0x03a7	0xa5d6	;¥Ö Greek Capital Chi
0x03a8	0xa5d7	;¥× Greek Capital Psi
0x03a9	0xa5d8	;¥Ø Greek Capital Omega
0x03b1	0xa5e1	;¥á Greek Small Alpha
0x03b2	0xa5e2	;¥â Greek Small Beta
0x03b3	0xa5e3	;¥ã Greek Small Gamma
0x03b4	0xa5e4	;¥ä Greek Small Delta
0x03b5	0xa5e5	;¥å Greek Small Epsilon
0x03b6	0xa5e6	;¥æ Greek Small Zeta
0x03b7	0xa5e7	;¥ç Greek Small Eta
0x03b8	0xa5e8	;¥è Greek Small Theta
0x03b9	0xa5e9	;¥é Greek Small Iota
0x03ba	0xa5ea	;¥ê Greek Small Kappa
0x03bb	0xa5eb	;¥ë Greek Small Lambda
0x03bc	0xa5ec	;¥ì Greek Small Mu
0x03bd	0xa5ed	;¥í Greek Small Nu
0x03be	0xa5ee	;¥î Greek Small Xi
0x03bf	0xa5ef	;¥ï Greek Small Omicron
0x03c0	0xa5f0	;¥ð Greek Small Pi
0x03c1	0xa5f1	;¥ñ Greek Small Rho
0x03c3	0xa5f2	;¥ò Greek Small Sigma
0x03c4	0xa5f3	;¥ó Greek Small Tau
0x03c5	0xa5f4	;¥ô Greek Small Upsilon
0x03c6	0xa5f5	;¥õ Greek Small Phi
0x03c7	0xa5f6	;¥ö Greek Small Chi
0x03c8	0xa5f7	;¥÷ Greek Small Psi
0x03c9	0xa5f8	;¥ø Greek Small Omega
0x0401	0xaca7	;¬§ Cyrillic Capital Io
0x0410	0xaca1	;¬¡ Cyrillic Capital A
0x0411	0xaca2	;¬¢ Cyrillic Capital Be
0x0412	0xaca3	;¬£ Cyrillic Capital Ve
0x0413	0xaca4	;¬¤ Cyrillic Capital Ge
0x0414	0xaca5	;¬¥ Cyrillic Capital De
0x0415	0xaca6	;¬¦ Cyrillic Capital Ie
0x0416	0xaca8	;¬¨ Cyrillic Capital Zhe
0x0417	0xaca9	;¬© Cyrillic Capital Ze
0x0418	0xacaa	;¬ª Cyrillic Capital Ii
0x0419	0xacab	;¬« Cyrillic Capital Short Ii
0x041a	0xacac	;¬¬ Cyrillic Capital Ka
0x041b	0xacad	;¬­ Cyrillic Capital El
0x041c	0xacae	;¬® Cyrillic Capital Em
0x041d	0xacaf	;¬¯ Cyrillic Capital En
0x041e	0xacb0	;¬° Cyrillic Capital O
0x041f	0xacb1	;¬± Cyrillic Capital Pe
0x0420	0xacb2	;¬² Cyrillic Capital Er
0x0421	0xacb3	;¬³ Cyrillic Capital Es
0x0422	0xacb4	;¬´ Cyrillic Capital Te
0x0423	0xacb5	;¬µ Cyrillic Capital U
0x0424	0xacb6	;¬¶ Cyrillic Capital Ef
0x0425	0xacb7	;¬· Cyrillic Capital Kha
0x0426	0xacb8	;¬¸ Cyrillic Capital Tse
0x0427	0xacb9	;¬¹ Cyrillic Capital Che
0x0428	0xacba	;¬º Cyrillic Capital Sha
0x0429	0xacbb	;¬» Cyrillic Capital Shcha
0x042a	0xacbc	;¬¼ Cyrillic Capital Hard Sign
0x042b	0xacbd	;¬½ Cyrillic Capital Yeri
0x042c	0xacbe	;¬¾ Cyrillic Capital Soft Sign
0x042d	0xacbf	;¬¿ Cyrillic Capital Reversed E
0x042e	0xacc0	;¬À Cyrillic Capital Iu
0x042f	0xacc1	;¬Á Cyrillic Capital Ia
0x0430	0xacd1	;¬Ñ Cyrillic Small A
0x0431	0xacd2	;¬Ò Cyrillic Small Be
0x0432	0xacd3	;¬Ó Cyrillic Small Ve
0x0433	0xacd4	;¬Ô Cyrillic Small Ge
0x0434	0xacd5	;¬Õ Cyrillic Small De
0x0435	0xacd6	;¬Ö Cyrillic Small Ie
0x0436	0xacd8	;¬Ø Cyrillic Small Zhe
0x0437	0xacd9	;¬Ù Cyrillic Small Ze
0x0438	0xacda	;¬Ú Cyrillic Small Ii
0x0439	0xacdb	;¬Û Cyrillic Small Short Ii
0x043a	0xacdc	;¬Ü Cyrillic Small Ka
0x043b	0xacdd	;¬Ý Cyrillic Small El
0x043c	0xacde	;¬Þ Cyrillic Small Em
0x043d	0xacdf	;¬ß Cyrillic Small En
0x043e	0xace0	;¬à Cyrillic Small O
0x043f	0xace1	;¬á Cyrillic Small Pe
0x0440	0xace2	;¬â Cyrillic Small Er
0x0441	0xace3	;¬ã Cyrillic Small Es
0x0442	0xace4	;¬ä Cyrillic Small Te
0x0443	0xace5	;¬å Cyrillic Small U
0x0444	0xace6	;¬æ Cyrillic Small Ef
0x0445	0xace7	;¬ç Cyrillic Small Kha
0x0446	0xace8	;¬è Cyrillic Small Tse
0x0447	0xace9	;¬é Cyrillic Small Che
0x0448	0xacea	;¬ê Cyrillic Small Sha
0x0449	0xaceb	;¬ë Cyrillic Small Shcha
0x044a	0xacec	;¬ì Cyrillic Small Hard Sign
0x044b	0xaced	;¬í Cyrillic Small Yeri
0x044c	0xacee	;¬î Cyrillic Small Soft Sign
0x044d	0xacef	;¬ï Cyrillic Small Reversed E
0x044e	0xacf0	;¬ð Cyrillic Small Iu
0x044f	0xacf1	;¬ñ Cyrillic Small Ia
0x0451	0xacd7	;¬× Cyrillic Small Io
0x2015	0xa1aa	;¡ª Quotation Dash
0x2018	0xa1ae	;¡® Single Turned Comma Quotation Mark
0x2019	0xa1af	;¡¯ Single Comma Quotation Mark
0x201c	0xa1b0	;¡° Double Turned Comma Quotation Mark
0x201d	0xa1b1	;¡± Double Comma Quotation Mark
0x2020	0xa2d3	;¢Ó Dagger
0x2021	0xa2d4	;¢Ô Double Dagger
0x2025	0xa1a5	;¡¥ Two Dot Leader
0x2026	0xa1a6	;¡¦ Horizontal Ellipsis
0x2030	0xa2b6	;¢¶ Per Mille Sign
0x2032	0xa1c7	;¡Ç Prime
0x2033	0xa1c8	;¡È Double Prime
0x203b	0xa1d8	;¡Ø Reference Mark
0x2074	0xa9f9	;©ù Superscript Digit Four
0x207f	0xa9fa	;©ú Superscript Small N
0x2081	0xa9fb	;©û Subscript Digit One
0x2082	0xa9fc	;©ü Subscript Digit Two
0x2083	0xa9fd	;©ý Subscript Digit Three
0x2084	0xa9fe	;©þ Subscript Digit Four
0x20a9	0x005c	;   Won Sign
0x2103	0xa1c9	;¡É Degrees Centigrade
0x2109	0xa2b5	;¢µ Degrees Fahrenheit
0x2113	0xa7a4	;§¤ Script Small L
0x2116	0xa2e0	;¢à Numero
0x2121	0xa2e5	;¢å T E L Symbol
0x2122	0xa2e2	;¢â Trademark
0x2126	0xa7d9	;§Ù Ohm
0x212b	0xa1ca	;¡Ê Angstrom Unit
0x2153	0xa8f7	;¨÷ Fraction One Third
0x2154	0xa8f8	;¨ø Fraction Two Thirds
0x215b	0xa8fb	;¨û Fraction One Eighth
0x215c	0xa8fc	;¨ü Fraction Three Eighths
0x215d	0xa8fd	;¨ý Fraction Five Eighths
0x215e	0xa8fe	;¨þ Fraction Seven Eighths
0x2160	0xa5b0	;¥° Roman Numeral One
0x2161	0xa5b1	;¥± Roman Numeral Two
0x2162	0xa5b2	;¥² Roman Numeral Three
0x2163	0xa5b3	;¥³ Roman Numeral Four
0x2164	0xa5b4	;¥´ Roman Numeral Five
0x2165	0xa5b5	;¥µ Roman Numeral Six
0x2166	0xa5b6	;¥¶ Roman Numeral Seven
0x2167	0xa5b7	;¥· Roman Numeral Eight
0x2168	0xa5b8	;¥¸ Roman Numeral Nine
0x2169	0xa5b9	;¥¹ Roman Numeral Ten
0x2170	0xa5a1	;¥¡ Small Roman Numeral One
0x2171	0xa5a2	;¥¢ Small Roman Numeral Two
0x2172	0xa5a3	;¥£ Small Roman Numeral Three
0x2173	0xa5a4	;¥¤ Small Roman Numeral Four
0x2174	0xa5a5	;¥¥ Small Roman Numeral Five
0x2175	0xa5a6	;¥¦ Small Roman Numeral Six
0x2176	0xa5a7	;¥§ Small Roman Numeral Seven
0x2177	0xa5a8	;¥¨ Small Roman Numeral Eight
0x2178	0xa5a9	;¥© Small Roman Numeral Nine
0x2179	0xa5aa	;¥ª Small Roman Numeral Ten
0x2190	0xa1e7	;¡ç Left Arrow
0x2191	0xa1e8	;¡è Up Arrow
0x2192	0xa1e6	;¡æ Right Arrow
0x2193	0xa1e9	;¡é Down Arrow
0x2194	0xa1ea	;¡ê Left Right Arrow
0x2195	0xa2d5	;¢Õ Up Down Arrow
0x2196	0xa2d8	;¢Ø Upper Left Arrow
0x2197	0xa2d6	;¢Ö Upper Right Arrow
0x2198	0xa2d9	;¢Ù Lower Right Arrow
0x2199	0xa2d7	;¢× Lower Left Arrow
0x21d2	0xa2a1	;¢¡ Right Double Arrow
0x21d4	0xa2a2	;¢¢ Left Right Double Arrow
0x2200	0xa2a3	;¢£ For All
0x2202	0xa1d3	;¡Ó Partial Differential
0x2203	0xa2a4	;¢¤ There Exists
0x2207	0xa1d4	;¡Ô Nabla
0x2208	0xa1f4	;¡ô Element Of
0x220b	0xa1f5	;¡õ Contains As Member
0x220f	0xa2b3	;¢³ N-Ary Product
0x2211	0xa2b2	;¢² N-Ary Summation
0x221a	0xa1ee	;¡î Square Root
0x221d	0xa1f0	;¡ð Proportional To
0x221e	0xa1c4	;¡Ä Infinity
0x2220	0xa1d0	;¡Ð Angle
0x2225	0xa1ab	;¡« Parallel To
0x2227	0xa1fc	;¡ü Logical And
0x2228	0xa1fd	;¡ý Logical Or
0x2229	0xa1fb	;¡û Intersection
0x222a	0xa1fa	;¡ú Union
0x222b	0xa1f2	;¡ò Integral
0x222c	0xa1f3	;¡ó Double Integral
0x222e	0xa2b1	;¢± Contour Integral
0x2234	0xa1c5	;¡Å Therefore
0x2235	0xa1f1	;¡ñ Because
0x223c	0xa1ad	;¡­ Tilde Operator
0x223d	0xa1ef	;¡ï Reversed Tilde
0x2252	0xa1d6	;¡Ö Approximately Equal To Or The Image Of
0x2260	0xa1c1	;¡Á Not Equal To
0x2261	0xa1d5	;¡Õ Identical To
0x2264	0xa1c2	;¡Â Less Than Or Equal To
0x2265	0xa1c3	;¡Ã Greater Than Or Equal To
0x226a	0xa1ec	;¡ì Much Less Than
0x226b	0xa1ed	;¡í Much Greater Than
0x2282	0xa1f8	;¡ø Subset Of
0x2283	0xa1f9	;¡ù Superset Of
0x2286	0xa1f6	;¡ö Subset Of Or Equal To
0x2287	0xa1f7	;¡÷ Superset Of Or Equal To
0x2299	0xa2c1	;¢Á Circled Dot Operator
0x22a5	0xa1d1	;¡Ñ Up Tack
0x2312	0xa1d2	;¡Ò Arc
0x2460	0xa8e7	;¨ç Circled Digit One
0x2461	0xa8e8	;¨è Circled Digit Two
0x2462	0xa8e9	;¨é Circled Digit Three
0x2463	0xa8ea	;¨ê Circled Digit Four
0x2464	0xa8eb	;¨ë Circled Digit Five
0x2465	0xa8ec	;¨ì Circled Digit Six
0x2466	0xa8ed	;¨í Circled Digit Seven
0x2467	0xa8ee	;¨î Circled Digit Eight
0x2468	0xa8ef	;¨ï Circled Digit Nine
0x2469	0xa8f0	;¨ð Circled Number Ten
0x246a	0xa8f1	;¨ñ Circled Number Eleven
0x246b	0xa8f2	;¨ò Circled Number Twelve
0x246c	0xa8f3	;¨ó Circled Number Thirteen
0x246d	0xa8f4	;¨ô Circled Number Fourteen
0x246e	0xa8f5	;¨õ Circled Number Fifteen
0x2474	0xa9e7	;©ç Parenthesized Digit One
0x2475	0xa9e8	;©è Parenthesized Digit Two
0x2476	0xa9e9	;©é Parenthesized Digit Three
0x2477	0xa9ea	;©ê Parenthesized Digit Four
0x2478	0xa9eb	;©ë Parenthesized Digit Five
0x2479	0xa9ec	;©ì Parenthesized Digit Six
0x247a	0xa9ed	;©í Parenthesized Digit Seven
0x247b	0xa9ee	;©î Parenthesized Digit Eight
0x247c	0xa9ef	;©ï Parenthesized Digit Nine
0x247d	0xa9f0	;©ð Parenthesized Number Ten
0x247e	0xa9f1	;©ñ Parenthesized Number Eleven
0x247f	0xa9f2	;©ò Parenthesized Number Twelve
0x2480	0xa9f3	;©ó Parenthesized Number Thirteen
0x2481	0xa9f4	;©ô Parenthesized Number Fourteen
0x2482	0xa9f5	;©õ Parenthesized Number Fifteen
0x249c	0xa9cd	;©Í Parenthesized Small A
0x249d	0xa9ce	;©Î Parenthesized Small B
0x249e	0xa9cf	;©Ï Parenthesized Small C
0x249f	0xa9d0	;©Ð Parenthesized Small D
0x24a0	0xa9d1	;©Ñ Parenthesized Small E
0x24a1	0xa9d2	;©Ò Parenthesized Small F
0x24a2	0xa9d3	;©Ó Parenthesized Small G
0x24a3	0xa9d4	;©Ô Parenthesized Small H
0x24a4	0xa9d5	;©Õ Parenthesized Small I
0x24a5	0xa9d6	;©Ö Parenthesized Small J
0x24a6	0xa9d7	;©× Parenthesized Small K
0x24a7	0xa9d8	;©Ø Parenthesized Small L
0x24a8	0xa9d9	;©Ù Parenthesized Small M
0x24a9	0xa9da	;©Ú Parenthesized Small N
0x24aa	0xa9db	;©Û Parenthesized Small O
0x24ab	0xa9dc	;©Ü Parenthesized Small P
0x24ac	0xa9dd	;©Ý Parenthesized Small Q
0x24ad	0xa9de	;©Þ Parenthesized Small R
0x24ae	0xa9df	;©ß Parenthesized Small S
0x24af	0xa9e0	;©à Parenthesized Small T
0x24b0	0xa9e1	;©á Parenthesized Small U
0x24b1	0xa9e2	;©â Parenthesized Small V
0x24b2	0xa9e3	;©ã Parenthesized Small W
0x24b3	0xa9e4	;©ä Parenthesized Small X
0x24b4	0xa9e5	;©å Parenthesized Small Y
0x24b5	0xa9e6	;©æ Parenthesized Small Z
0x24b6	0xa8cd	;Circled A -> Circled a(#22603)
0x24b7	0xa8ce	;Circled B -> Circled b(#22603)
0x24b8	0xa8cf	;Circled C -> Circled c(#22603)
0x24b9	0xa8d0	;Circled D -> Circled d(#22603)
0x24ba	0xa8d1	;Circled E -> Circled e(#22603)
0x24bb	0xa8d2	;Circled F -> Circled f(#22603)
0x24bc	0xa8d3	;Circled G -> Circled g(#22603)
0x24bd	0xa8d4	;Circled H -> Circled h(#22603)
0x24be	0xa8d5	;Circled I -> Circled i(#22603)
0x24bf	0xa8d6	;Circled J -> Circled j(#22603)
0x24c0	0xa8d7	;Circled K -> Circled k(#22603)
0x24c1	0xa8d8	;Circled L -> Circled l(#22603)
0x24c2	0xa8d9	;Circled M -> Circled m(#22603)
0x24c3	0xa8da	;Circled N -> Circled n(#22603)
0x24c4	0xa8db	;Circled O -> Circled o(#22603)
0x24c5	0xa8dc	;Circled P -> Circled p(#22603)
0x24c6	0xa8dd	;Circled Q -> Circled q(#22603)
0x24c7	0xa8de	;Circled R -> Circled r(#22603)
